IATA,ICAO,Airline,Call sign,Country/Region,Comments
,FGA,Georgian Aviation Federation,GEORGIA FED,Georgia,
,FGC,Departament d'Agricultura de la Generalitat de Catalunya,FORESTALS,Spain,
9Y,FGE,Fly Georgia,GEORGIA WING,Georgia,
,FGL,Futura Gael,Applewood,Ireland,defunct
,FGN,National Gendarmerie,FRANCE GENDARME,France,
,FGP,Flying-Research Aerogeophysical Center,FLYING CENTER,Russia,
,FGS,Elitellina,ELITELLINA,Italy,
,FGT,Aero Freight,FREIAERO,Mexico,
,FGY,Froggy Corporate Aviation,,Australia,
HW,FHE,Hello,FLYHELLO,Switzerland,
,FHL,Fast Helicopters,FINDON,United Kingdom,
,FHS,Forth and Clyde Helicopter Services,HELISCOT,United Kingdom,
FH,FHY,Freebird Airlines,FREEBIRD AIR,Turkey,
5F,FIA,FlyOne,FIA,Moldova,Allocated in 2016
,FIC,Aerosafin,AEROSAFIN,Mexico,
3F,FIE,FlyOne Armenia,ARMRIDER,Armenia,
OF,FIF,Air Finland,AIR FINLAND,Finland,
,FIH,FinnHEMS,FINNHEMS,Finland,
,FII,Aerodata Flight Inspection,FLIGHT CHECKER,Germany,ICAO code no longer allocated
,FIL,Fly Line,FLYLINE,Spain,
AY,FIN,Finnair,FINNAIR,Finland,
,FIR,First Line Air,FIRSTLINE AIR,Sierra Leone,
,FIV,CitationAir,FIVE STAR,United States,
,FIX,Airfix Aviation,AIRFIX,Finland,
,FJC,Falcon Jet Centre,FALCONJET,United Kingdom,
,FJE,Silverjet,ENVOY,United Kingdom,
FJ,FJI,Fiji Airways,PACIFIC,Fiji,
9P,FJL,Fly Jinnah,Okaab,Pakistan,
OJ,FJM,Fly Jamaica Airways,GREENHEART,Jamaica,defunct
,FJS,Florida Jet Service,FLORIDAJET,United States,
,FJX,Jet Sky Cargo and Air Charter,,Kenya,
,FKI,FLM Aviation Mohrdieck,KIEL AIR,Germany,
,FKL,Kelner Airways,KELNER,Canada,
,FKS,Focus Air,FOCUS,United States,Omega Air Holdings
QH,FLA,Air Florida,PALM,United States,relaunching
,FLA,Midway Express,PALM,United States,
,FLC,FINFO Flight Inspection Aircraft,FLIGHT CHECK,United States,
,FLD,Air Falcon,,Pakistan,
F8,FLE,Flair Airlines,FLAIR,Canada,
,FLF,Friendship Airlines,FRIEND AIR,Uganda,
9E,FLG,Pinnacle Airlines,FLAGSHIP,United States,
,FLH,Sky Bus,MILE HIGH,United States,
RC,FLI,Atlantic Airways,FAROELINE,Faroe Islands,
,FLK,Flylink Express,FLYLINK,Spain,
,FLL,Federal Airlines,FEDERAL AIRLINES,Sweden,
F2,FLM,Fly Air,FLY WORLD,Turkey,
,FLN,Flamingo Air-Line,ILIAS,Kazakhstan,
,FLP,Aeroclub Flaps,AEROCLUB FLAPS,Spain,defunct
,FLR,Fleetair,FLEETAIR,South Africa,
,FLS,Fairlines,FAIRLINE,Netherlands,Defunct
B5,FLT,Flightline,FLIGHTLINE,United Kingdom,defunct
,FLU,Flugschule Basel,YELLOW FLYER,Switzerland,
,FLW,FLowair Aviation,QUICKFLOW,France,
,FLX,"Flight Express, Inc.",FLIGHT EXPRESS,United States,
SH,FLY,Fly Me Sweden,FLYBIRD,Sweden,
QH,FLZ,Aero Leasing,AIR FLORIDA,United States,dba Air Florida
,FMC,Claessens International Limited,CLAESSENS,United Kingdom,
,FMG,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,HUSKY,Germany,
,FMI,FMI Air,FIRST MYANMAR,Myanmar,
,FMR,Flamingo Air,FLAMINGO AIR,United States,
,FMS,Hadison Aviation,HADI,United States,
,FMT,Air Fret De Mauritanie,,Mauritania,
,FMY,Aviation Legere De L'Armee De Terre,FRENCH ARMY,France,
,FNA,Norlandair,NORLAND,Iceland,
4S,FNC,Finalair Congo,FINALAIR CONGO,Republic of the Congo,
,FNF,Finnish Air Force,FINNFORCE,Finland,
,FNG,Frontier Guard,FINNGUARD,Finland,
,FNK,Feniks Airline,AURIKA,Kazakhstan,
,FNL,Oulun Tilauslento,FINN FLIGHT,Finland,
,FNM,Avio Nord,,Italy,
,FNO,Aeroflota Del Noroeste,RIAZOR,Spain,
,FNT,L-3 Communications Flight International Aviation,FLIGHT INTERNATIONAL,United States,
,FNV,Transaviaservice,TRANSAVIASERVICE,Georgia,
,FNX,Aero Fenix,AERO FENIX,France,ICAO code no longer allocated
,FNY,France Marine Nationale,FRENCH NAVY,France,
,FOB,Ford Motor Company,FORDAIR,United Kingdom,
,FOC,Office Federal De'Aviation Civile,FOCA,Switzerland,
,FOI,Flight Ops International,,United States,
SJ,FOM,Freedom Air,FREE AIR,New Zealand,defunct
,FOP,Fokker,,Netherlands,Flight Operations
,FOR,Formula One Management,FORMULA,United Kingdom,
,FOS,Bel Limited,,Russia,
VY,FOS,Formosa Airlines,,Taiwan,defunct
FS,FOX,Flyr,GREENSTAR,Norway,
,FPA,Flygprestanda,,Sweden,
,FPG,TAG  Aviation,TAG AVIATION,Switzerland,
5O,FPO,Europe Airpost,FRENCH POST,France,
,FPR,Peruvian Air Force,,Peru,Fuerza Aérea Del Perú
,FPS,Flightpass Limited,FLIGHTPASS,United Kingdom,
,FPY,African Company Airlines,AFRICOMPANY,Democratic Republic of the Congo,Defunct. ICAO code in use by another company.
OG,FPY,Play,PLAYER,Iceland,
,FQA,Quikjet Cargo Airlines,QUIK LIFT,India,2014
,FRA,FR Aviation,RUSHTON,United Kingdom,
,FRB,Fly Rak,RAKWAY,United Arab Emirates,
,FRC,Icare Franche Compte,FRANCHE COMPTE,France,
FP,FRE,FlyPelican,PELICAN,Australia,Pelican Airlines Pty Ltd since 1 June 2015
FP,FRE,Freedom Air,FREEDOM,United States,Aviation Services
,FRF,Fleet Air International,FAIRFLEET,Hungary,
,FRG,Freight Runners Express,FREIGHT RUNNERS,United States,
,FRJ,Afrijet Airlines,AFRIJET,Nigeria,
,FRK,Afrika Aviation Handlers,AFRIFAST,Kenya,
,FRL,Freedom Airlines,FREEDOM AIR,United States,ICAO Code and callsign withdrawn
,FRM,Federal Armored Service,FEDARM,United States,
,FRN,Farnair Netherlands,FARNED,Netherlands,"Defunct, ICAO code in use by another company"
,FRQ,Afrique Chart'air,CHARTER AFRIQUE,Cameroon,
,FRR,Fresh Air,FRESH AIR,Nigeria,
,FRT,Aerofreight Airlines,,Russia,
,FRW,Farwest Airlines,FARWEST,United States,
,FRX,Fort Aero,FORT AERO,Estonia,
,FSA,Foster Aviation,FOSTER-AIR,United States,
,FSB,FSB Flugservice & Development,SEABIRD,Germany,
HK,FSC,Four Star Aviation / Four Star Cargo,FOUR STAR,United States,Virgin Islands
,FSD,EFS-Flugservice,FLUGSERVICE,Germany,
,FSH,Flash Airlines,FLASH,Egypt,
,FSL,Flight Safety Limited,FLIGHTSAFETY,United Kingdom,
,FSR,Flightstar Corporation,FLIGHTSTAR,United States,
,FST,Aeros Limited,FAST TRACK,United Kingdom,ICAO code no longer allocated
,FSU,Flight Support Sweden,,Sweden,
F3,FSW,Faso Airways,FASO,Burkina Faso,
,FSX,Flagship Express Services,FLAG,United States,
,FSY,Algonquin Airlink,FROSTY,Canada,2014
2F,FTA,Frontier Flying Service,FRONTIER-AIR,United States,
,FTC,Air Affaires Tchad,AFFAIRES TCHAD,Chad,
,FTE,Fotografia F3,FOTOGRAFIA,Spain,
,FTL,Flightline,FLIGHT-AVIA,Spain,
,FTM,Flyteam Aviation,FLYTEAM,United Kingdom,
,FTP,Keystone Aerial Surveys,FOOTPRINT,United States,
,FTR,Finist'air,FINISTAIR,France,
,FTS,First Sabre,FIRST SABRE,Mexico,
,FTY,ABC Bedarfsflug,FLY TYROL,Austria,
,FTZ,Fastjet,GREY BIRD,Tanzania,
FH,FUA,Futura International Airways,FUTURA,Spain,defunct
,FUF,Servicios Aereos Fun Fly,SERVIFUN,Mexico,
,FUJ,Fujairah Aviation Centre,FUJAIRAH,United Arab Emirates,
,FUM,Fuxion Line Mexico,FUNLINE,Mexico,
,FUN,Funtshi Aviation Service,FUNTSHI,Democratic Republic of the Congo,
,FUT,Aereo Futuro,AEREO FUTURO,Mexico,
,FVA,Cardinal/Air Virginia,AIR VIRGINIA,United States,
VK,FVK,FlyViking,BALDER,Norway,defunct
,FVS,Falcon Aviation Services,FALCON AVIATION,United Arab Emirates,
I4,FWA,Interstate Airlines,FREEWAYAIR,Netherlands,Defunct
,FWC,Freeway Air,FREEWAY,Netherlands,Defunct
,FWD,Fair Wind Air Charter,FAIR WIND,United Arab Emirates,
TX,FWI,Air Caraïbes,FRENCH WEST,France,
,FWK,Flightworks,,United States,
RF,FWL,Florida West International Airways,FLO WEST,United States,"merged into Atlas Air Worldwide Holdings; defunct as of 28 February 2017, IATA code now allocated to another user"
,FWQ,Flight West Airlines,UNITY,Australia,
,FWR,FlightAware,FLIGHT AWARE,United States,3rd party Privacy ICAO Address (PIA) callsign used to obscure true airplane registrations
,FWY,Fairways Corporation,FAIRWAYS,United States,
,FWZ,Flugwerkzeuge Aviation Software,,Austria,
,FXA,Express Air,EFFEX,United States,
,FXC,Fortunair Canada,AIR FUTURE,Canada,
,FXF,VIP Air Charter,FOX FLIGHT,United States,
NY,FXI,Air Iceland,FAXI,Iceland,
,FXL,Fly Excellent,FLY EXCELLENT,Sweden,
,FXR,Foxair,WILDFOX,Italy,
,FXT,Flexflight,,Denmark,
,FXY,Flexair,FLEXY,Netherlands,Defunct
,FYA,Flyant,FLYANT,Spain,
,FYE,Easy Link Aviation Services,FLYME,Nigeria,
,FYG,Flying Service,FLYING GROUP,Belgium,
W3,FYH,Flyhy Cargo Airlines,FLY HIGH,Thailand,
,FYN,Comfort Air,FLYNN,Germany,
,FYS,American Flyers,AMERICAN FLYERS,United States,
,GAA,Business Express,BIZEX,United States,
,GAB,Gendall Air,GENDALL,Canada,
,GAC,GlobeAir,DREAM TEAM,Austria,
,GAD,South Coast Aviation,SOUTHCOAST,United Kingdom,
,GAE,Grand Aire Express,GRAND EXPRESS,United States,
,GAF,German Air Force,GERMAN AIR FORCE,Germany,
,GAG,Greybird Pilot Academy,GEEBIRD,Denmark,
,GAH,Ga-Ma Helicoptere,GAMHELICO,France,
3R,GAI,Moskovia Airlines,GROMOV AIRLINE,Russia,JSC
,GAK,Global Aviation and Services Group,AVIAGROUP,Libya,
7O,GAL,Galaxy Air,GALAXY,Kyrgyzstan,
,GAM,German Army,GERMAN ARMY,Germany,
,GAN,Gander Aviation,GANAIR,Canada,
DC,GAO,Golden Air,GOLDEN,Sweden,
2P,GAP,Air Philippines,ORIENT PACIFIC,Philippines,
,GAQ,Golfe Air Quebec,GOLFAIR,Canada,
,GAR,Commodore Aviation,,Australia,
,GAS,Galena Air Service,GALENA AIR SERVICE,United States,
,GAT,Gulf Air Inc,GULF TRANS,United States,
,GAU,Aerogaucho,AEROGAUCHO,Uruguay,
,GAV,Granada Aviación,GRANAVI,Spain,
,GAX,Full Express,GRAND AIRE,United States,
,GBB,Global Aviation Operations,GLOBE,South Africa,
,GBE,Gabon Express,GABEX,Gabon,
,GBH,Global Avia Handling,,Russia,
,GBJ,Aero Business Charter,GLOBAL JET,Germany,
GT,GBL,GB Airways,GEEBEE AIRWAYS,United Kingdom,
,GBN,Atlantic Airlines,ATLANTIC GABON,Gabon,
,GBO,Ogooue Air Cargo,,Gabon,
,GBR,Rader Aviation,GREENBRIER AIR,United States,
,GBS,Global Air Services Nigeria,GLOBAL SERVE,Nigeria,
,GBT,A-Jet Aviation Aircraft Management,GLOBETROTTER,Austria,
,GBT,Gold Belt Air Transport,GOLD BELT,Canada,defunct
,GBX,GB Airlink,ISLAND TIGER,United States,
,GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo,
,GCC,GECAS,GECAS,Ireland,
,GCF,Aeronor,AEROCARTO,Spain,
,GCH,Gama Aviation Switzerland,GAMA SWISS,Switzerland,
,GCI,Italian Coast Guard,ITALIAN COAST GUARD,Italy,
,GCK,Aerogem Cargo,AEROGEM,Ghana,defunct
,GCM,Comair Flight Services,GLOBECOM,South Africa,
,GCN,Gulf Central Airlines,GULF CENTRAL,United States,
GR,GCO,Gemini Air Cargo,GEMINI,United States,
GS,GCR,Tianjin  Airlines,BO HAI,China,
,GCS,GCS Air Service,GALION,United States,
,GCW,Global Air Crew,GLOBALCREW,Denmark,
,GCY,CHC Global Operations International,HELIBIRD,United Kingdom,
,GDA,GoldAir,AIR PARTNER,United Kingdom,
,GDB,Gendarmerie Belge,BELGIAN GENERMERIE,Belgium,
,GDD,Golden Airlines,GOLDEN AIRLINES,United States,
,GDE,Servicios Aéreos Gadel,GADEL,Mexico,
,GDF,DF Aviation,,Ukraine,
,GDG,S.P. Aviation,GOLDEN GATE,United States,
,GDH,Guneydogu Havacilik Isletmesi,RISING SUN,Turkey,
,GDK,Goldeck-Flug,GOLDECK FLUG,Austria,
,GDN,Gerry's Dnata,,Pakistan,
,GDQ,Lincoln Air National Guard,,United States,
,GEA,Guinea Ecuatorial Airlines,GEASA,Equatorial Guinea,
LH,GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany,
,GED,Europe Air Lines,LANGUEDOC,France,
,GEE,Geesair,GEESAIR,Canada,
,GEN,GENSA,GENSA-BRASIL,Brazil,
,GES,Gestair,GESTAIR,Spain,
,GET,Get High,AIR FLOW,Portugal,
,GET,GETRA,GETRA,Equatorial Guinea,ICAO Code no longer allocated
GF,GFA,Gulf Air,GULF AIR,Bahrain,
,GFC,Gail Force Express,GAIL FORCE,United States,
,GFD,Gesellschaft Fur Flugzieldarstellung,KITE,Germany,
,GFF,Griffin Aviation,GRIFFIN AIR,Cyprus,
QB,GFG,Georgian National Airlines,NATIONAL,Georgia,
8B,GFI,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda,
,GFN,The 955 Preservation  Group,GRIFFON,United Kingdom,
,GFO,Aerovías del Golfo,AEROVIAS GOLFO,Mexico,
,GFS,Gulfstream Airlines,GULFSTAR,United States,
,GFT,Gulfstream International Airlines,GULF FLIGHT,United States,
,GFW,GFW Aviation,,Australia,
,GGA,First Flying Squadron,JAWJA,United States,
GG,GGC,Cargo 360,LONG-HAUL,United States,
,GGE,Gobierno De Guinea Ecuatorial,,Equatorial Guinea,
,GGF,Georgian Cargo Airlines Africa,GEORGIAN AFRICA,Senegal,
,GGL,Aeronáutica,GIRA GLOBO,Angola,
ZX,GGN,Air Georgian,GEORGIAN,Canada,
,GGS,GATSA,GATSA,Mexico,
,GGT,Trans Island Airways,THUNDERBALL,Bahamas,
,GGV,Houston Jet Services,GREGG AIR,Austria,
,GGZ,Global Georgian Airways,GLOBAL GEORGIAN,Georgia,
GH,GHA,Ghana Airways,GHANA,Ghana,defunct
G0,GHB,Ghana International Airlines,GHANA AIRLINES,Ghana,
,GHI,GH Stansted Limited,,United Kingdom,
,GHL,Aviance UK,HANDLING,United Kingdom,Gatwick Handling
,GHM,Aero Service Bolivia,,Bolivia,
,GHN,Air Ghana,AIR GHANA,Ghana,
,GHP,Colvin Aviation,GRASSHOPPER EX,United States,
,GHS,Gatari Hutama Air Services,GATARI,Indonesia,
,GHT,Ghadames Air Transport,,Libya,
,GHV,Ground Handling Service de Mexico,GROUND HANDLING,Mexico,
,GHY,German Sky Airlines,GERMAN SKY,Germany,
GA,GIA,Garuda Indonesia,INDONESIA,Indonesia,
,GIB,GR-Avia,GRAVIA,Guinea,
,GIC,Compagnie de Bauxites de Guinee,CEBEGE,Guinea,
J9,GIF,Guinee Airlines,GUINEE AIRLINES,Guinea,defunct
,GIG,Gacela Air Cargo,GACELA AIR,Mexico,
,GIH,Union des Transports Africains de Guinee,TRANSPORT AFRICAIN,Guinea,
,GIJ,Guinea Airways,GUINEA AIRWAYS,Guinea,
,GIK,Seba Airlines,SEBA,Guinea,
,GIL,African International Transport,AFRICAN TRANSPORT,Guinea,
2U,GIP,Air Guinee Express,FUTURE EXPRESS,Guinea,
,GIQ,Guinee Paramount Airlines,GUIPAR,Guinea,
,GIY,Probiz Guinee,PROBIZ,Guinea,
,GIZ,Africa Airlines,AFRILENS,Guinea,
,GJA,Globe Jet,,Lebanon,
,GJB,Trans-Air-Link,SKY TRUCK,United States,
G7,GJS,GoJet Airlines,LINDBERGH,United States,
,GJT,Gestión Aérea Ejecutiva,BANJET,Spain,
,GKA,US Army Parachute Team,GOLDEN KNIGHTS,United States,
ZK,GLA,Great Lakes Airlines,LAKES AIR,United States,
,GLB,Global Airways (GLB),GLO-AIR,United States,Air Castle Corporation
,GLC,Global Aircargo,,Bahrain,
,GLD,Golden Star Air Cargo,GOLDEN STAR,Sudan,
,GLE,Goliaf Air,GOLIAF AIR,São Tomé and Príncipe,
,GLF,Gulfstream Aerospace,GULFSTREAM TEST,United States,
2K,GLG,Avianca Ecuador,GALAPAGOS,Ecuador,Aerolíneas Galápagos SA
,GLJ,Global Jet Austria,GLOBAL JET AUSTRIA,Austria,
,GLL,Air Gemini,TWINS,Angola,
,GLM,Aero Services Mali,GLOBAL MALI,Mali,
G3,GLO,Gol Transportes Aéreos,GOL TRANSPORTE,Brazil,Brazilian low-cost airline.
GH,GLP,Globus Airlines,GLOBUS,Russia,
,GLQ,El Quilada International Aviation,QUILADA,Sudan,
9M,GLR,Central Mountain Air,GLACIER,Canada,
,GLS,Galaircervis,GALS,Ukraine,
,GLT,Aero Charter,GASLIGHT,United States,
,GLU,Great Lakes Airways (Uganda),LAKES CARGO,Uganda,
,GLW,Global Wings,,Japan,
,GLX,Gelix Airlines,RUSSIAN BIRD,Russia,
,GMA,Gama Aviation,GAMA,United Kingdom,
,GMC,General Motors,GENERAL MOTORS,United States,
,GME,Aguilas Mayas Internacional,MAYAN EAGLES,Guatemala,
Z5,GMG,GMG Airlines,GMG,Bangladesh,
,GMH,Hughes Aircraft Company,HUGHES EXPRESS,United States,
ST,GMI,Germania,GERMANIA,Germany,
,GMJ,Gamisa Aviación,GAMISA,Spain,
,GML,G & L Aviation,GEEANDEL,South Africa,
,GMM,Aerotaxis Guamuchil,AEROGUAMUCHIL,Mexico,
,GMQ,Germania Express,CORGI,Germany,
Y5,GMR,Golden Myanmar Airlines,GOLDEN MYANMAR,Myanmar,
,GMS,Aeroservicios Gama,SERVICIOS GAMA,Mexico,
,GMT,Grupo Aéreo Monterrey,GRUPOMONTERREY,Mexico,
,GNA,Servicios Aéreos Gana,SERVIGANA,Mexico,
,GNC,Guinea Cargo,GUINEA CARGO,Equatorial Guinea,
,GND,Grand Airways,GRAND VEGAS,United States,
G7,GNF,Gandalf Airlines,Gandalf,Italy,
,GNJ,Gain Jet Aviation,HERCULES JET,Greece,
,GNL,135 Airways,GENERAL,United States,
GC,GNR,Gambia International Airlines,GAMBIA INTERNATIONAL,Gambia,
,GNS,Eastern Executive Air Charter,GENESIS,United Kingdom,
0A,GNT,Amber Air,GINTA,Lithuania,
,GNX,Genex,,Belarus,
,GNY,German Navy,GERMAN NAVY,Germany,
,GNZ,General Aviation,GONZO,Poland,
,GOA,Alberta Government,ALBERTA,Canada,
,GOB,Dash Aviation,PILGRIM,United Kingdom,
,GOF,Gof-Air,GOF-AIR,Mexico,
,GOI,Gofir,SWISS HAWK,Switzerland,
,GOJ,EuroJet Aviation,GOJET,United Kingdom,
,GOL,Cardolaar,CARGOLAAR,Namibia,
,GOM,Gomel Airlines,GOMEL,Belarus,
5Z,GON,Gonini Air Services,GONINI,Suriname,defunct
,GOP,Gospa Air,GOSPA AIR,Mexico,
,GOR,Gorlitsa Airlines,GORLITSA,Ukraine,
,GOS,Goldfields Air Services,,Australia,
,GOT,WaltAir,GOTHIC,Sweden,
G8,GOW,GoAir,GOAIR,India,
,GPA,Golden Pacific Airlines,GOLDEN PAC,United States,
,GPC,Gulf Pearl Air Lines,AIR GULFPEARL,Libya,
TJ,GPD,Tradewind Aviation,GOODSPEED,United States,
,GPE,GP Express Airlines,REGIONAL EXPRESS,United States,
,GPM,Grup Air-Med,GRUPOMED,Spain,
,GPR,GPM Aeroservicio,GPM AEROSERVICIO,Mexico,
,GRA,Great American Airways,GREAT AMERICAN,United States,Defunct
,GRA,Guardian Air Asset Management,FLEX,South Africa,issued in 2017
,GRD,National Grid plc,GRID,United Kingdom,
,GRE,Air Scotland,GREECE AIRWAYS,Greece,
,GRE,Greenlandcopter,,Denmark,
DA,GRG,Air Georgia,AIR GEORGIA,Georgia,
,GRI,Air Cargo Center,,São Tomé and Príncipe,
GL,GRL,Air Greenland,GREENLAND,Greenland,
E2,GRN,Rio Grande Air,GRANDE,United States,defunct
LL,GRO,Allegro,ALLEGRO,Mexico,defunct (IATA code reallocated)
,GRP,Great Plains Airlines,GREAT PLAINS,United States,
,GRR,Agroar - Trabalhos Aéreos,AGROAR,Portugal,
,GRS,Golden Rule Airlines,GOLDEN RULE,Kyrgyzstan,
,GRT,Gabon-Air-Transport,,Gabon,
,GRV,Vernicos Aviation,NIGHT RIDER,Greece,
,GRX,Aircompany Grodno,GRODNO,Belarus,
,GRY,New York State Police,GRAY RIDER,United States,
,GRZ,Government of Zambia Communications Flight,COM FLIGHT,Zambia,
,GSA,Garden State Airlines,GARDEN STATE,United States,
,GSJ,Grossmann Jet Service,GROSSJET,Czech Republic,
,GSK,Global Sky Aircharter,GLOBAL SKY,United States,
,GSL,Geographic Air Surveys,SURVEY-CANADA,Canada,
Y2,GSM,Flyglobespan,GLOBESPAN,United Kingdom,defunct
,GSP,Airlift Alaska,GREEN SPEED,United States,
,GSS,Global Supply Systems,JET LIFT,United Kingdom,
,GSV,Agrocentr-Avia,AGRAV,Kazakhstan,
GM,GSW,Chair Airlines,EIGER,Switzerland,
,GSW,Sky Wings Airlines,,Greece,
,GSY,Guard Systems,GUARD AIR,Norway,
,GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GOLDEN WINGS,Turkey,
,GTH,General Aviation Flying Services,GOTHAM,United States,
5Y,GTI,Atlas Air,GIANT,United States,
,GTP,Aerotaxi Grupo Tampico,GRUPOTAMPICO,Mexico,
,GTR,Gestar,STAR GESTAR,Chile,
,GTV,Empresa de Aviación Aerogaviota,GAVIOTA,Cuba,
,GTX,GTA Air,BIG-DEE,United States,
,GTY,National Aviation Company,,Egypt,
,GUA,Aerotaxis de Aguascalientes,AGUASCALIENTES,Mexico,
,GUE,Aero Servicio Guerrero,AERO GUERRERO,Mexico,
,GUF,Gulf African Airlines,GULF AFRICAN,The Gambia,
,GUG,Aviateca,AVIATECA,Guatemala,
G8,GUJ,Gujarat Airways,GUJARATAIR,India,
,GUL,Gull Air,GULL-AIR,United States,
,GUM,Gum Air,GUM AIR,Suriname,
GV,GUN,Grant Aviation,HOOT,United States,
,GUS,Guja,GUJA,Mexico,
3S,GUY,Air Guyane Express,GREEN BIRD,French Guiana,
GG,GUY,Air Guyane,GREEN BIRD,French Guiana,
,GVG,Flygaktiebolaget Gota Vingar,BLUECRAFT,Sweden,
,GVI,Air Victoria Georgia,IRINA,Georgia,
,GVN,Gavina,GAVINA,Spain,
,GWA,Great Western Air,G-W AIR,United States,
4U,GWI,Germanwings,GERMAN WINGS,Germany,
IJ,GWL,Great Wall Airlines,GREAT WALL,China,
,GWN,Gwyn Aviation,GWYN,United Kingdom,
,GWS,General Airways,GENAIR,South Africa,
,GWY,USA3000 Airlines,GETAWAY,United States,was U5
,GXA,Grixona,GRIXONA,Moldova,
,GXL,Star XL German Airlines,STARDUST,Germany,
,GXL,XL Airways Germany,STARDUST,Germany,
,GXY,Galaxy Airlines,GALAX,Japan,
,GYP,Eagle Aviation,GYPSY,United Kingdom,
,GZA,Excellent Air,EXCELLENT AIR,Germany,
,GZD,Grizodubova Air Company,GRIZODUBOVA AIR,Russia,
4G,GZP,Gazpromavia,GAZPROMAVIA,Russia,
,GZQ,Zagros Air,ZAGROS,Iraq,
,HAA,Helicopteros Agroforestal,AGROFORESTAL,Chile,
,HAC,Henebury Aviation,,Australia,
H9,HAD,Air d'Ayiti,HAITI AVIA,Haiti,
,HAF,Hellenic Air Force,HELLENIC AIR FORCE,Greece,
H6,HAG,Hageland Aviation Services,HAGELAND,United States,
GG,HAH,Air Comores International,AIR COMORES,Comoros,
,HAI,Century Aviation International,,Canada,
,HAJ,Hajvairy Airlines,HAJVAIRY,Pakistan,
,HAK,Pegasus Helicopters,HELIFALCON,Norway,
HA,HAL,Hawaiian Airlines,HAWAIIAN,United States,
2T,HAM,Haiti Ambassador Airlines,,Haiti,
,HAN,Hansung Airlines,HANSUNG AIR,Republic of Korea,
,HAP,Helicopteros Aero Personal,HELIPERSONAL,Mexico,
HB,HAR,Harbor Airlines,HARBOR,United States,
,HAS,Honduras Airlines,HONDURAS AIR,Honduras,
,HAT,Air Taxi,TAXI BIRD,France,
,HAU,Skyhaul,SKYHAUL,Japan,
,HAV,Havilah Air Services,HAVILAH,Nigeria,
,HAW,Bangkok Aviation Center,THAI HAWK,Thailand,
,HAX,Benair,SCOOP,Norway,
,HAY,Hamburg Airways,HAMBURG AIRWAYS,Germany,defunct
,HBA,Trail Lake Flying  Service,HARBOR AIR,United States,
,HBC,Haitian Aviation Line,HALISA,Haiti,
NS,HBH,Hebei Airlines,HEBEI AIR,China,
,HBI,CHC Denmark,HELIBIRD,Denmark,
,HBL,Faroecopter,HELIBLUE,Denmark,
,HBT,Polizeihubschrauberstaffel Thüringen,HABICHT,Germany,
,HBU,Universal Avia,KHARKIV UNIVERSAL,Ukraine,
,HCA,Lake Havasu Air Service,HAVASU,United States,
,HCB,Helenair (Barbados),HELEN,Barbados,
HC,HCC,Holidays Czech Airlines,CZECH HOLIDAYS,Czech Republic,
,HCK,Heli-Charter,HELI-CHARTER,United Kingdom,
,HCL,Helenair Corporation,HELENCORP,Saint Lucia,
,HCP,Helicopter,HELI CZECH,Czech Republic,
,HCV,Halcyonair,CREOLE,Cape Verde,
V9,HCW,Star1 Airlines,STAR1,Lithuania,defunct
ZU,HCY,Helios Airways,HELIOS,Cyprus,defunct since 7 November 2006
KA,HDA,Cathay Dragon,DRAGON,Hong Kong,defunct
,HDC,Helcopteros De Cataluna,HELICATALUNA,Spain,
,HDI,Hoteles Dinamicos,DINAMICOS,Mexico,
,HDR,Helikopterdrift,HELIDRIFT,Norway,
,HEA,Heliavia-Transporte Aéreo,HELIAVIA,Portugal,
,HEB,Heli Bernina,HELIBERNINA,Switzerland,
,HEC,Heliservicio Campeche,HELICAMPECHE,Mexico,
,HED,Heritage Aviation Developments,FLAPJACK,United Kingdom,
,HEI,Aerohein,AEROHEIN,Chile,
HJ,HEJ,Hellas Jet,HELLAS JET,Greece,ceased operation in 2010
,HEL,Helicol,HELICOL,Colombia,
,HEM,CHC Helicopter,HEMS,Australia,
,HEN,Helicópteros Y Vehículos Nacionales Aéreos,HELINAC,Mexico,
UD,HER,Hex'Air,HEX AIRLINE,France,
,HET,TAF Helicopters,HELITAF,Spain,
,HEX,Honiara Cargo Express,HONIARA CARGO,Solomon Islands,
,HEZ,Arrow Aviation,ARROW,Israel,
,HFM,Hi Fly Malta,MOONRAKER,Malta,
,HFR,Heli France,HELIFRANCE,France,
5K,HFY,Hi Fly,SKY FLYER,Portugal,
,HGA,Hogan Air,HOGAN AIR,United States,
HB,HGB,Greater Bay Airlines,GREATER BAY,Hong Kong,
,HGD,Hangard Aviation,HANGARD,Mongolia,
,HGH,Atlantic Air Lift,HIGHER,France,
N8,HGK,Fika Salaama Airlines,SALAAMA,Uganda,
,HGR,Hangar 8,HANG,United Kingdom,
,HGT,GMJ Air Shuttle,HIGHTECH,United States,Private air shuttle for Intel Corporation Employees
,HHA,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras,defunct
,HHE,Heli-Holland,HELI HOLLAND,Netherlands,
,HHH,Helicsa,HELICSA,Spain,
